,Case_No,Days_of_Mon,Time_occured(24hr),Areas,Zip_Codes,Crimes,Weapons
302,221309776,16,1730,Newton,90011,VEHICLE - STOLEN,
303,221707797,17,2350,Devonshire,91326,VEHICLE - STOLEN,
304,220309261,18,1800,Southwest,90016,VEHICLE - STOLEN,
305,222008607,14,0930,Olympic,90020,VEHICLE - STOLEN,
306,221508434,17,1633,N Hollywood,90068,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
307,221508436,10,1000,N Hollywood,91605,VEHICLE - STOLEN,
308,221409374,18,1310,Pacific,90066,VEHICLE - STOLEN,
309,220508093,17,0445,Harbor,90731,TRESPASSING,
310,220208907,17,2255,Rampart,90057,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS
311,220407650,15,1200,Hollenbeck,90032,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
312,220208936,18,1445,Rampart,90057,ATTEMPTED ROBBERY,GLASS
313,221409349,18,0450,Pacific,90232,"BURGLARY, ATTEMPTED",
314,220110563,18,1540,Central,90017,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
315,220708087,17,1445,Wilshire,90048,OTHER ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
316,220309258,17,1600,Southwest,90018,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
317,221409342,18,0105,Pacific,90293,VEHICLE - STOLEN,
318,221309805,18,1420,Newton,90003,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
319,220309271,14,1530,Southwest,90018,OTHER MISCELLANEOUS CRIME,
320,220407658,15,1630,Hollenbeck,90033,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
321,221409371,15,2300,Pacific,90045,VEHICLE - STOLEN,
322,221309793,17,1110,Newton,90021,BURGLARY FROM VEHICLE,
323,220700641,16,2100,Wilshire,90019,"RAPE, FORCIBLE","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
324,221108059,18,0915,Northeast,90029,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
325,222008605,14,1700,Olympic,90019,THEFT PLAIN - PETTY ($950 & UNDER),
326,221809377,18,0830,Southeast,90044,VEHICLE - ATTEMPT STOLEN,
327,221108039,15,0810,Northeast,90042,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
328,220908088,17,2340,Van Nuys,91405,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
329,220110579,1,2335,Central,90071,THEFT OF IDENTITY,
330,221008052,17,1300,West Valley,91335,VEHICLE - STOLEN,
331,221908372,17,1901,Mission,91402,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),
332,221809368,17,1900,Southeast,90003,VEHICLE - STOLEN,
333,220608962,18,1230,Hollywood,90028,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
334,221108054,15,1555,Northeast,90027,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
335,221908371,17,0700,Mission,91402,VEHICLE - STOLEN,
336,220110527,18,0100,Central,90013,BURGLARY,UNKNOWN WEAPON/OTHER WEAPON
337,221607387,14,0100,Foothill,91605,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
338,220208938,18,1450,Rampart,90029,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
339,221409389,18,1530,Pacific,90045,ROBBERY,HAND GUN
340,220110567,18,1740,Central,90012,BURGLARY FROM VEHICLE,
341,221508406,17,2130,N Hollywood,91606,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
342,220407646,18,0730,Hollenbeck,90033,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
343,221008079,12,0800,West Valley,91335,THEFT PLAIN - PETTY ($950 & UNDER),
344,220708083,17,1600,Wilshire,90019,INTIMATE PARTNER - SIMPLE ASSAULT,ROCK/THROWN OBJECT
345,221309792,6,1445,Newton,90021,BURGLARY FROM VEHICLE,
346,221508437,18,1630,N Hollywood,91601,ROBBERY,KNIFE WITH BLADE 6INCHES OR LESS
347,221008098,18,1815,West Valley,91316,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
348,220708085,17,2045,Wilshire,90036,BATTERY - SIMPLE ASSAULT,UNKNOWN WEAPON/OTHER WEAPON
349,220110583,16,2100,Central,90013,INTIMATE PARTNER - AGGRAVATED ASSAULT,HAMMER
350,221108043,16,2200,Northeast,90039,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
351,220309227,17,2300,Southwest,90016,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
352,221210192,18,0600,77th Street,90001,VEHICLE - STOLEN,
353,220110547,18,0155,Central,90015,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
354,220608963,18,0700,Hollywood,90038,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
355,221707857,18,1200,Devonshire,91344,"THEFT, PERSON",
356,221500732,18,2330,N Hollywood,91601,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS
357,220908122,17,2030,Van Nuys,91401,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS
358,221508404,15,1320,N Hollywood,91601,THEFT OF IDENTITY,
359,221607384,17,2000,Foothill,91042,VEHICLE - STOLEN,
360,221508394,18,0015,N Hollywood,90068,BURGLARY,
361,221210167,18,0340,77th Street,90003,VEHICLE - STOLEN,
362,220908114,18,0900,Van Nuys,91411,VEHICLE - STOLEN,
363,221210182,11,0700,77th Street,90047,BURGLARY,
364,221309780,18,0100,Newton,90011,VEHICLE - STOLEN,
365,221809386,18,1200,Southeast,90002,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
366,221908369,18,0850,Mission,91342,THEFT PLAIN - PETTY ($950 & UNDER),
367,222008565,16,0230,Olympic,90006,BURGLARY,
368,221409331,16,2215,Pacific,90034,BURGLARY,
369,220508075,17,1530,Harbor,90744,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
370,222108090,17,0600,Topanga,91367,VEHICLE - STOLEN,
371,220808344,10,0900,West LA,90049,BIKE - STOLEN,
372,220608898,17,0200,Hollywood,90028,FAILURE TO YIELD,
373,220508047,16,1930,Harbor,90744,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
374,221508409,17,1640,N Hollywood,91602,OTHER ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
375,220407619,17,0115,Hollenbeck,90023,VEHICLE - STOLEN,
376,220208900,16,2230,Rampart,90012,VEHICLE - STOLEN,
377,220110492,16,1130,Central,90015,THEFT PLAIN - PETTY ($950 & UNDER),
378,222008563,16,0925,Olympic,90005,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
379,220110482,1,1640,Central,90012,THEFT PLAIN - PETTY ($950 & UNDER),
380,221508396,17,0230,N Hollywood,91605,BRANDISH WEAPON,HAND GUN
381,221210105,17,0145,77th Street,90044,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
382,220110487,14,2100,Central,90014,BURGLARY FROM VEHICLE,
383,221700710,17,1650,Devonshire,91326,"BUNCO, PETTY THEFT",
384,221809315,17,0850,Southeast,90044,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
385,221707795,13,1000,Devonshire,91325,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
386,221210133,17,0835,77th Street,90062,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",RIFLE
387,222000674,17,0255,Olympic,90005,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN FIREARM
388,221508403,17,1030,N Hollywood,91607,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
389,221309775,17,2058,Newton,90011,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
390,220508069,17,0215,Harbor,90744,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
391,221508393,17,2230,N Hollywood,91607,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
392,222008560,15,1030,Olympic,90006,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
393,221508421,17,1515,N Hollywood,91602,DISTURBING THE PEACE,
394,221908387,17,2100,Mission,91331,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
395,220110486,13,2000,Central,90013,BURGLARY FROM VEHICLE,
396,221607369,17,2325,Foothill,91331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
397,221908380,17,0300,Mission,91342,THREATENING PHONE CALLS/LETTERS,VERBAL THREAT
398,220110472,17,1440,Central,90014,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
399,220110495,16,0800,Central,90017,BIKE - STOLEN,
400,220208904,17,1040,Rampart,90057,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STICK
401,220309208,17,0200,Southwest,90016,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
402,221210128,17,1700,77th Street,90037,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
403,221107979,16,2045,Northeast,90042,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",OTHER KNIFE
404,222008562,16,0830,Olympic,90006,VIOLATION OF RESTRAINING ORDER,
405,221210117,17,0500,77th Street,90047,VEHICLE - STOLEN,
406,220200690,17,1530,Rampart,90017,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
407,222008561,15,1230,Olympic,90006,INTIMATE PARTNER - SIMPLE ASSAULT,SCALDING LIQUID
408,221508397,17,2220,N Hollywood,91605,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS
409,220908078,7,1450,Van Nuys,91401,THEFT OF IDENTITY,
410,220508080,17,2000,Harbor,90248,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
411,221809332,17,1500,Southeast,90061,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
412,221210172,17,1500,77th Street,90044,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
413,221508382,17,1015,N Hollywood,91605,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
414,220110455,17,0200,Central,90015,VEHICLE - STOLEN,
415,221210201,17,1820,77th Street,90003,INDECENT EXPOSURE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
416,221309785,17,1800,Newton,90011,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
417,222108089,16,1300,Topanga,91303,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
418,221309767,17,1820,Newton,90011,BRANDISH WEAPON,OTHER KNIFE
419,220608923,17,0230,Hollywood,90038,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
420,221107985,17,0001,Northeast,90065,VEHICLE - STOLEN,
421,220608924,17,2210,Hollywood,90029,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
422,221607367,16,1209,Foothill,91040,THEFT PLAIN - PETTY ($950 & UNDER),
423,220110496,17,0949,Central,90017,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
424,222108118,17,1730,Topanga,91306,INTIMATE PARTNER - SIMPLE ASSAULT,
425,220208911,16,2330,Rampart,90026,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
426,221809339,17,0930,Southeast,90003,BURGLARY FROM VEHICLE,
427,220110462,16,0005,Central,90017,TRESPASSING,
428,221108014,15,1900,Northeast,90039,VEHICLE - STOLEN,
429,221107999,7,0001,Northeast,90041,THEFT PLAIN - ATTEMPT,
430,221400708,17,2130,Pacific,90066,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SHOTGUN
431,220309203,11,1500,Southwest,90016,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
432,220309177,17,0239,Southwest,90007,VEHICLE - STOLEN,
433,221008050,17,2100,West Valley,91335,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
434,221908388,17,1030,Mission,91343,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
435,220508045,16,1800,Harbor,90731,VEHICLE - STOLEN,
436,220309225,17,2315,Southwest,90018,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
437,221908348,17,1730,Mission,91342,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
438,220500673,16,1750,Harbor,90744,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
439,221309807,17,2215,Newton,90011,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",MACHETE
440,220309209,8,0001,Southwest,90008,THEFT OF IDENTITY,
441,222008569,14,0830,Olympic,90005,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
442,220110491,15,2000,Central,90021,BURGLARY FROM VEHICLE,
443,220110535,17,2215,Central,90012,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
444,221210126,15,1800,77th Street,90062,VEHICLE - STOLEN,
445,222000673,17,0200,Olympic,90004,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN FIREARM
446,220608885,16,1430,Hollywood,90028,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
447,221508377,16,0100,N Hollywood,91602,VEHICLE - STOLEN,
448,221210174,17,0320,77th Street,90003,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
449,222008553,17,0700,Olympic,90005,VEHICLE - STOLEN,
450,221200636,17,1200,77th Street,90047,ATTEMPTED ROBBERY,UNKNOWN FIREARM
451,220508081,17,0500,Harbor,90744,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
452,221210129,17,1800,77th Street,90043,VEHICLE - STOLEN,
453,220110440,17,0010,Central,90015,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
454,221008021,16,1950,West Valley,91356,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
455,222108122,17,1620,Topanga,91306,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",MACE/PEPPER SPRAY
456,221309744,16,2200,Newton,90011,THEFT FROM MOTOR VEHICLE - ATTEMPT,
457,220110456,17,0110,Central,90014,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
458,221107978,16,0001,Northeast,90026,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
459,220608920,16,1230,Hollywood,90038,BURGLARY,
460,222108123,17,1915,Topanga,91304,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
461,221607370,17,1850,Foothill,91040,OTHER ASSAULT,UNKNOWN WEAPON/OTHER WEAPON
462,221908333,14,1020,Mission,91342,BURGLARY,
463,221210190,17,0200,77th Street,90001,LEWD/LASCIVIOUS ACTS WITH CHILD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
464,220808312,12,1045,West LA,90035,"BUNCO, GRAND THEFT",
465,220407643,16,1115,Hollenbeck,90042,VIOLATION OF RESTRAINING ORDER,
466,222008568,14,2200,Olympic,90006,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
467,220608902,17,0100,Hollywood,90028,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN WEAPON/OTHER WEAPON
468,220708052,17,0945,Wilshire,90019,VEHICLE - STOLEN,
469,221908352,16,2300,Mission,91342,"BURGLARY, ATTEMPTED",
470,220208912,17,2040,Rampart,90006,ROBBERY,UNKNOWN WEAPON/OTHER WEAPON
471,221707848,17,2030,Devonshire,91306,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
472,221309788,16,2015,Newton,90003,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
473,220208918,17,0300,Rampart,90012,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
474,220407624,16,2300,Hollenbeck,90033,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
475,222108103,17,1255,Topanga,91303,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
476,222008557,12,1745,Olympic,90006,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
477,221409323,17,0230,Pacific,90066,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
478,221309749,17,1430,Newton,90037,VEHICLE - STOLEN,
479,221809331,17,0055,Southeast,90059,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
480,220708051,17,0115,Wilshire,90048,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
481,220407641,17,0645,Hollenbeck,90033,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
482,220508064,17,0037,Harbor,90248,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,UNKNOWN WEAPON/OTHER WEAPON
483,222000641,2,0530,Olympic,90004,"BURGLARY, ATTEMPTED",
484,221008066,17,2120,West Valley,91335,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
485,221409300,17,0002,Pacific,90066,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
486,220508086,17,2250,Harbor,90744,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
487,220110494,15,1900,Central,90071,BIKE - STOLEN,
488,220309207,17,0400,Southwest,90062,BURGLARY,
489,221210187,16,1215,77th Street,90047,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
490,220908079,15,0400,Van Nuys,91411,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
491,221008040,17,1030,West Valley,91335,OTHER MISCELLANEOUS CRIME,
492,221409324,17,0800,Pacific,90066,BURGLARY,
493,221409281,16,2230,Pacific,90293,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
494,221908338,17,1725,Mission,91331,VEHICLE - STOLEN,
495,221809314,17,0855,Southeast,90002,VEHICLE - STOLEN,
496,220110499,15,2015,Central,90012,BURGLARY FROM VEHICLE,
497,221409373,17,1030,Pacific,90045,THEFT PLAIN - PETTY ($950 & UNDER),
498,220407642,17,0540,Hollenbeck,90063,BURGLARY,
499,221908339,16,1930,Mission,91343,ATTEMPTED ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
500,221309751,16,2300,Newton,90021,BURGLARY FROM VEHICLE,
501,221409361,17,0900,Pacific,90293,BURGLARY FROM VEHICLE,
502,221309771,10,0915,Newton,90037,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
503,220208902,17,0600,Rampart,90057,VEHICLE - STOLEN,
504,221008045,17,2220,West Valley,91316,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
505,220407621,17,0001,Hollenbeck,90032,VEHICLE - STOLEN,
506,220600615,17,2100,Hollywood,90028,OTHER MISCELLANEOUS CRIME,
507,220508061,17,1736,Harbor,90744,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL
508,220309196,16,1200,Southwest,90016,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
509,221107998,16,2200,Northeast,90065,VEHICLE - STOLEN,
510,221107977,16,0001,Northeast,90026,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
511,221309765,16,2300,Newton,90011,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
512,221508375,16,1900,N Hollywood,91605,VEHICLE - STOLEN,
513,221309774,17,2320,Newton,90011,ATTEMPTED ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
514,221409279,17,0530,Pacific,90066,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",HAND GUN
515,221000646,17,1820,West Valley,91406,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN WEAPON/OTHER WEAPON
516,221309800,17,2330,Newton,90021,BURGLARY,
517,220110448,17,0700,Central,90014,VEHICLE - STOLEN,
518,220208917,17,0001,Rampart,90004,BURGLARY FROM VEHICLE,
519,220708126,16,2230,Wilshire,90019,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
520,221908334,17,1400,Mission,91402,VEHICLE - STOLEN,
521,220309214,17,1205,Southwest,90007,BIKE - STOLEN,
522,221809316,16,2115,Southeast,90002,ARSON,
523,221108008,14,2000,Northeast,90039,BURGLARY FROM VEHICLE,
524,220608894,16,1945,Hollywood,90029,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",UNKNOWN WEAPON/OTHER WEAPON
525,221707794,6,1000,Devonshire,91311,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
526,220608921,17,1235,Hollywood,90068,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
527,221108001,17,0900,Northeast,90041,VIOLATION OF RESTRAINING ORDER,
528,220608888,16,1735,Hollywood,90028,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
529,220110480,17,1550,Central,90013,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
530,221210118,16,2000,77th Street,90037,VEHICLE - STOLEN,
531,220208913,17,2255,Rampart,90057,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
532,220407628,17,0330,Hollenbeck,90033,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
533,221908349,17,0945,Mission,91343,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
534,220110541,17,1402,Central,90012,BOMB SCARE,BOMB THREAT
535,221508428,16,1100,N Hollywood,91605,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
536,220508037,15,0800,Harbor,90501,VEHICLE - STOLEN,
537,221809337,17,1215,Southeast,90044,CRIMINAL THREATS - NO WEAPON DISPLAYED,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
538,220208908,17,2045,Rampart,90017,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STICK
539,221108011,15,2000,Northeast,90039,BURGLARY FROM VEHICLE,
540,222108105,17,0800,Topanga,91304,TRESPASSING,
541,220608925,17,1110,Hollywood,90029,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
542,221409280,17,0015,Pacific,90066,VEHICLE - STOLEN,
543,221707855,17,2110,Devonshire,91311,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
544,221107986,16,0130,Northeast,90029,CRIMINAL THREATS - NO WEAPON DISPLAYED,OTHER KNIFE
545,221008076,17,1440,West Valley,91406,THEFT PLAIN - PETTY ($950 & UNDER),
546,220309205,17,1100,Southwest,90062,VIOLATION OF RESTRAINING ORDER,
547,221309777,17,2330,Newton,90011,INTIMATE PARTNER - AGGRAVATED ASSAULT,VERBAL THREAT
548,220110493,15,1820,Central,90021,BURGLARY FROM VEHICLE,
549,221908351,16,2200,Mission,91402,BURGLARY,
550,220110465,16,2000,Central,90015,VEHICLE - STOLEN,
551,221309768,17,1125,Newton,90011,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
552,220309233,17,1625,Southwest,90016,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AXE
553,220608903,17,0450,Hollywood,90028,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",RAZOR BLADE
554,221108016,17,0001,Northeast,90029,VEHICLE - STOLEN,
555,221210124,17,1000,77th Street,90003,OTHER MISCELLANEOUS CRIME,
556,220808311,15,1000,West LA,90025,BURGLARY,
557,221300680,17,1200,Newton,90011,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
558,221210160,17,2300,77th Street,90003,BATTERY POLICE (SIMPLE),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
559,220608919,16,1900,Hollywood,90068,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
560,220908070,17,0131,Van Nuys,91411,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
561,221409390,17,1300,Pacific,90291,DOCUMENT FORGERY / STOLEN FELONY,
562,220508073,17,1345,Harbor,90731,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
563,221409303,16,2315,Pacific,90293,VEHICLE - STOLEN,
564,221600618,17,0425,Foothill,91605,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",OTHER KNIFE
565,221409299,16,0340,Pacific,90094,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
566,222008559,17,0900,Olympic,90019,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
567,221409326,16,1300,Pacific,90045,BURGLARY,
568,222008558,15,1045,Olympic,90020,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
569,220808304,16,2100,West LA,90024,BURGLARY,
